# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MPPBETA	AT3G02090	AT3G02090.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
MPPBETA	AT3G02090	AT3G02090.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
MPT1	AT2G17270	AT2G17270.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MPT2	AT3G48850	AT3G48850.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MRE11	AT5G54260	AT5G54260.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MRLK	AT3G56100	AT3G56100.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MRS2-1	AT1G16010	AT1G16010.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MRS2-1	AT1G16010	AT1G16010.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MRS2-1	AT1G16010	AT1G16010.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MRS2-10	AT1G80900	AT1G80900.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MRSA2	AT5G07460	AT5G07460.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
MSH1	AT3G24320	AT3G24320.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MSH2	AT3G18524	AT3G18524.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
MSH6	AT4G02070	AT4G02070.1	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	3
MSH6	AT4G02070	AT4G02070.2	protein_coding	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	5
MSH7	AT3G24495	AT3G24495.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MSI5	AT4G29730	AT4G29730.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
MSL7	AT2G17000	AT2G17000.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSL9	AT5G19520	AT5G19520.1	protein_coding	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0
MSR4	AT4G25130	AT4G25130.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MT1B	AT5G56795	AT5G56795.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MTA	AT4G10760	AT4G10760.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
MTM1	AT4G27940	AT4G27940.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
MTP11	AT2G39450	AT2G39450.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MTP9	AT1G79520	AT1G79520.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MTP9	AT1G79520	AT1G79520.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MTPC1	AT2G47830	AT2G47830.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
MTPC1	AT2G47830	AT2G47830.2	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
MTSSB	AT4G11060	AT4G11060.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MUB2	AT5G15460	AT5G15460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MUB2	AT5G15460	AT5G15460.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MUB3	AT4G24990	AT4G24990.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MUTE	AT3G06120	AT3G06120.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MVD1	AT2G38700	AT2G38700.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
MVP1	AT1G54030	AT1G54030.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB111	AT5G49330	AT5G49330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB112	AT1G48000	AT1G48000.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB116	AT1G25340	AT1G25340.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB116	AT1G25340	AT1G25340.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB12	AT2G47460	AT2G47460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB20	AT1G66230	AT1G66230.1	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
MYB23	AT5G40330	AT5G40330.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MYB25	AT2G39880	AT2G39880.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
MYB34	AT5G60890	AT5G60890.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
MYB3R-1	AT4G32730	AT4G32730.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYB3R-1	AT4G32730	AT4G32730.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYB3R-4	AT5G11510	AT5G11510.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB3R-4	AT5G11510	AT5G11510.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB4	AT4G38620	AT4G38620.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MYB48	AT3G46130	AT3G46130.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MYB48	AT3G46130	AT3G46130.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MYB48	AT3G46130	AT3G46130.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MYB48	AT3G46130	AT3G46130.4	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MYB55	AT4G01680	AT4G01680.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB55	AT4G01680	AT4G01680.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB55	AT4G01680	AT4G01680.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB59	AT5G59780	AT5G59780.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB59	AT5G59780	AT5G59780.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB59	AT5G59780	AT5G59780.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB60	AT1G08810	AT1G08810.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB60	AT1G08810	AT1G08810.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB77	AT3G50060	AT3G50060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB83	AT3G08500	AT3G08500.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYB88	AT2G02820	AT2G02820.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB88	AT2G02820	AT2G02820.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MYB96	AT5G62470	AT5G62470.1	protein_coding	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
MYB96	AT5G62470	AT5G62470.2	protein_coding	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
MYB98	AT4G18770	AT4G18770.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MYH	AT4G12740	AT4G12740.1	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0
MYOB1	AT1G08800	AT1G08800.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYOB1	AT1G08800	AT1G08800.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYOB2	AT1G70750	AT1G70750.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MYOB6	AT1G74830	AT1G74830.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MitHPPK/DHPS	AT4G30000	AT4G30000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MitHPPK/DHPS	AT4G30000	AT4G30000.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NAC076	AT4G36160	AT4G36160.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NAC078	AT5G04410	AT5G04410.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NAC086	AT5G17260	AT5G17260.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NAC098	AT5G53950	AT5G53950.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NAC68	AT4G01540	AT4G01540.1	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
NAC68	AT4G01540	AT4G01540.2	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
NAC69	AT4G01550	AT4G01550.1	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
NAC69	AT4G01550	AT4G01550.2	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
NACK1	AT1G18370	AT1G18370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NAGS1	AT2G22910	AT2G22910.1	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	5
NAKR1	AT5G02600	AT5G02600.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NAKR1	AT5G02600	AT5G02600.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NAKR2	AT2G37390	AT2G37390.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
NAKR2	AT2G37390	AT2G37390.2	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
NAMT1	AT5G04370	AT5G04370.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
NAMT1	AT5G04370	AT5G04370.2	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
NAP1;3	AT5G56950	AT5G56950.1	protein_coding	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
NAP1;4	AT3G13782	AT3G13782.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NAP5	AT1G71330	AT1G71330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NAT4	AT1G49960	AT1G49960.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NBS1	AT3G02680	AT3G02680.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NCED2	AT4G18350	AT4G18350.1	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NCED9	AT1G78390	AT1G78390.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NDA2	AT2G29990	AT2G29990.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
NDB4	AT2G20800	AT2G20800.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NDK4	AT4G23900	AT4G23900.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NDPK1	AT4G09320	AT4G09320.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NDT1	AT2G47490	AT2G47490.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NEDD1	AT5G05970	AT5G05970.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NEDD1	AT5G05970	AT5G05970.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NEET	AT5G51720	AT5G51720.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NEK3	AT5G28290	AT5G28290.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NEK5	AT3G44200	AT3G44200.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NET2B	AT1G09720	AT1G09720.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NET2D	AT2G22560	AT2G22560.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NFD3	AT1G31817	AT1G31817.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NFD4	AT1G31470	AT1G31470.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NFYB3	AT4G14540	AT4G14540.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NFYB5	AT2G47810	AT2G47810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NFYB8	AT2G37060	AT2G37060.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NFYB8	AT2G37060	AT2G37060.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NFYB8	AT2G37060	AT2G37060.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NFYC1	AT3G48590	AT3G48590.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NGA2	AT3G61970	AT3G61970.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NGA4	AT4G01500	AT4G01500.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NHX2	AT3G05030	AT3G05030.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NHX2	AT3G05030	AT3G05030.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
NIC1	AT2G22570	AT2G22570.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NIC1	AT2G22570	AT2G22570.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NIFU2	AT5G49940	AT5G49940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIFU2	AT5G49940	AT5G49940.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIFU4	AT3G20970	AT3G20970.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NIFU4	AT3G20970	AT3G20970.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NIH	AT1G06670	AT1G06670.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NIK1	AT5G16000	AT5G16000.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
NIK2	AT3G25560	AT3G25560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIK2	AT3G25560	AT3G25560.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIK2	AT3G25560	AT3G25560.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NIP1	AT4G35840	AT4G35840.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NIP2	AT2G17730	AT2G17730.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
NIP2	AT2G17730	AT2G17730.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
NIP4-1	AT5G37810	AT5G37810.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NIP4-2	AT5G37820	AT5G37820.1	protein_coding	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	5
NIP7-1	AT3G06100	AT3G06100.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
NIT3	AT3G44320	AT3G44320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NLE1	AT5G52820	AT5G52820.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
NMNAT	AT5G55810	AT5G55810.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NMNAT	AT5G55810	AT5G55810.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NMT1	AT3G18000	AT3G18000.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NMT2	AT2G44170	AT2G44170.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NOA1	AT3G47450	AT3G47450.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NOA1	AT3G47450	AT3G47450.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NOP10	AT2G20490	AT2G20490.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NOP10	AT2G20490	AT2G20490.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NOV	AT4G13750	AT4G13750.1	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NPC1	AT1G07230	AT1G07230.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPC3	AT3G03520	AT3G03520.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPF1.1	AT3G16180	AT3G16180.1	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
NPF1.2	AT1G52190	AT1G52190.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPF2.12	AT1G27080	AT1G27080.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
NPF2.6	AT3G45660	AT3G45660.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NPF2.7	AT3G45650	AT3G45650.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NPF4.1	AT3G25260	AT3G25260.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NPF4.3	AT1G59740	AT1G59740.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPF5.13	AT1G72125	AT1G72125.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPF5.14	AT1G72120	AT1G72120.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NPF5.4	AT3G54450	AT3G54450.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPF5.5	AT2G38100	AT2G38100.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NPF8.3	AT2G02040	AT2G02040.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NPF8.4	AT2G02020	AT2G02020.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NPF8.4	AT2G02020	AT2G02020.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NPQ7	AT1G65420	AT1G65420.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NPR1	AT1G64280	AT1G64280.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPR5	AT2G41370	AT2G41370.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NPY2	AT2G14820	AT2G14820.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NQR	AT1G49670	AT1G49670.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
NQR	AT1G49670	AT1G49670.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
NRAMP1	AT1G80830	AT1G80830.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
NRAMP3	AT2G23150	AT2G23150.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NRAMP5	AT4G18790	AT4G18790.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
NRAMP6	AT1G15960	AT1G15960.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
NRP2	AT1G18800	AT1G18800.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NRPB1	AT4G35800	AT4G35800.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NRPB6A	AT5G51940	AT5G51940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NRPB7L	AT4G14520	AT4G14520.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NRPB7L	AT4G14520	AT4G14520.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NRPB7L	AT4G14520	AT4G14520.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NRPC2	AT5G45140	AT5G45140.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
NRPD1	AT1G63020	AT1G63020.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NRPD1	AT1G63020	AT1G63020.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NRPE5A	AT3G57080	AT3G57080.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NRS/ER	AT1G63000	AT1G63000.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NSF	AT4G04910	AT4G04910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NSFBX	AT5G04010	AT5G04010.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NSI	AT1G32070	AT1G32070.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NSI	AT1G32070	AT1G32070.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NSI	AT1G32070	AT1G32070.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NTF2A	AT1G27310	AT1G27310.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
NTH1	AT2G31450	AT2G31450.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
NTH1	AT2G31450	AT2G31450.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
NTL	AT1G11570	AT1G11570.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NTL	AT1G11570	AT1G11570.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NTMC2T5.1	AT1G50260	AT1G50260.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
NTMC2T5.1	AT1G50260	AT1G50260.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
NTMC2T6.1	AT1G53590	AT1G53590.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT13	AT3G26690	AT3G26690.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NUDT13	AT3G26690	AT3G26690.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NUDT14	AT4G11980	AT4G11980.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUDT5	AT2G04430	AT2G04430.1	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0
NUDT6	AT2G04450	AT2G04450.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
NUDT8	AT5G47240	AT5G47240.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NUG2	AT1G52980	AT1G52980.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUP107	AT3G14120	AT3G14120.1	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
NUP107	AT3G14120	AT3G14120.2	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
NUP107	AT3G14120	AT3G14120.3	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
NUP88	AT5G05680	AT5G05680.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NUP98B	AT1G59660	AT1G59660.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NUZ	AT1G74700	AT1G74700.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NVL	AT1G08300	AT1G08300.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OASA1	AT4G14880	AT4G14880.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OASA1	AT4G14880	AT4G14880.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OASA1	AT4G14880	AT4G14880.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OASA1	AT4G14880	AT4G14880.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OASA2	AT3G22460	AT3G22460.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OCT7	AT3G13050	AT3G13050.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OEP37	AT2G43950	AT2G43950.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OEP37	AT2G43950	AT2G43950.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
